public_product_id,marketplace,brand_group,category_group,product_group,listing_price_band,inventory_band,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_risk_score,margin_risk_band,revenue_quality_score,recommended_action,action_priority,action_reason
P1003,JioMart,Snake Brand,Body Care,General Product,<500,Out of Stock / 0,7.9,17.3,11.8,3.6,4.1,98.3,5.2,Low Risk,89.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,JioMart,NEXCARE,Skin Care,General Product,<500,Medium / 6-15,7.7,15.1,12.0,5.3,4.5,95.5,5.2,Low Risk,89.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,<500,High / 16-50,6.7,18.8,12.6,0.7,4.1,101.6,5.2,Low Risk,93.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0932,JioMart,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,<500,Very High / 51+,6.0,19.6,12.7,0.5,4.1,100.5,5.2,Low Risk,92.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,JioMart,Poy Sian,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,5.8,14.1,11.9,3.9,3.6,98.9,5.2,Low Risk,88.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,JioMart,Counterpain,Health & Wellness,Pain Relief,500-999,Low / 3-5,22.1,24.3,11.7,6.3,3.5,92.3,5.1,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1146,JioMart,Vaseline,Body Care,General Product,500-999,Out of Stock / 0,20.6,20.4,11.4,4.6,3.8,94.4,5.1,Low Risk,88.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,JioMart,Ora2,Oral Care,Toothpaste,500-999,Out of Stock / 0,19.7,19.2,11.4,5.0,4.0,93.3,5.1,Low Risk,86.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,JioMart,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,18.0,22.0,11.4,5.2,3.7,94.1,5.1,Low Risk,86.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0753,JioMart,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,17.9,22.2,11.4,4.7,4.4,94.6,5.1,Low Risk,87.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1042,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,17.7,17.6,11.5,6.0,3.9,93.0,5.1,Low Risk,86.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,11.1,23.1,12.0,1.1,4.6,98.7,5.1,Low Risk,92.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Out of Stock / 0,11.1,22.0,12.1,3.6,4.3,97.7,5.1,Low Risk,91.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,JioMart,Oral-B,Oral Care,Dental Floss,<500,High / 16-50,9.7,20.0,11.9,3.5,3.9,98.0,5.1,Low Risk,89.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,JioMart,Colgate,Oral Care,Toothpaste,<500,Out of Stock / 0,8.9,18.6,11.9,3.8,4.1,97.9,5.1,Low Risk,90.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,JioMart,Vaseline,Body Care,Deodorant & Body Spray,<500,Very Low / 1-2,8.7,16.9,12.1,2.4,4.1,98.7,5.1,Low Risk,90.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,JioMart,Protex,Body Care,General Product,<500,Very Low / 1-2,8.2,20.2,12.1,2.1,3.9,99.8,5.1,Low Risk,91.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Very Low / 1-2,24.6,24.1,11.1,5.3,3.9,94.4,5.0,Low Risk,87.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,JioMart,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,22.6,22.4,11.1,4.3,4.5,94.0,5.0,Low Risk,87.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0553,JioMart,Oral-B,Oral Care,Toothpaste,500-999,Medium / 6-15,21.5,21.2,11.3,4.3,4.3,94.7,5.0,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0586,JioMart,Pantene,Hair Care,General Product,500-999,Medium / 6-15,21.4,21.0,11.7,5.1,4.1,93.3,5.0,Low Risk,88.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,JioMart,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,21.2,20.8,11.3,5.1,4.0,93.7,5.0,Low Risk,87.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0263,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,21.0,20.6,10.9,5.3,3.9,92.8,5.0,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,JioMart,Counterpain,Health & Wellness,Pain Relief,500-999,Out of Stock / 0,19.2,18.8,11.2,4.4,4.5,93.9,5.0,Low Risk,87.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,18.8,18.4,11.6,4.6,3.9,93.5,5.0,Low Risk,87.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0617,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,17.9,17.6,11.7,3.7,3.5,94.0,5.0,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0781,JioMart,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,16.9,16.5,11.5,10.0,3.0,89.9,5.0,Low Risk,88.0,Refund Review,High,Meaningful sales-index product with elevated refund percentage.
P0563,JioMart,Oral-B,Oral Care,Toothpaste,500-999,Out of Stock / 0,16.7,20.6,11.3,4.0,4.0,95.9,5.0,Low Risk,88.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,JioMart,Dove,Body Care,Deodorant & Body Spray,500-999,High / 16-50,14.8,18.6,11.5,4.7,3.7,95.1,5.0,Low Risk,88.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,JioMart,Dove,Body Care,Deodorant & Body Spray,500-999,Medium / 6-15,14.2,18.4,11.4,2.7,4.0,97.1,5.0,Low Risk,89.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,JioMart,Oral-B,Oral Care,Dental Floss,<500,Medium / 6-15,12.4,24.3,11.7,2.4,4.0,98.3,5.0,Low Risk,91.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,JioMart,Dove,Hair Care,General Product,<500,Out of Stock / 0,11.5,22.7,11.7,2.9,3.9,97.8,5.0,Low Risk,90.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,JioMart,Listerine,Oral Care,Mouthwash,500-999,Out of Stock / 0,10.7,19.4,11.7,2.6,4.1,98.5,5.0,Low Risk,91.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,JioMart,Sasi,Lip,Sunscreen,<500,Very Low / 1-2,10.0,19.6,12.2,1.0,3.9,100.0,5.0,Low Risk,92.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,JioMart,Tros,Body Care,Deodorant & Body Spray,<500,Out of Stock / 0,9.7,19.4,12.3,2.9,2.8,100.1,5.0,Low Risk,92.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,JioMart,Watsons,Oral Care,Dental Floss,<500,Low / 3-5,9.3,17.3,11.9,1.3,4.1,98.9,5.0,Low Risk,91.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,JioMart,Tros,Body Care,Deodorant & Body Spray,<500,Very Low / 1-2,9.0,17.8,11.6,2.6,3.3,100.0,5.0,Low Risk,90.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,JioMart,Protex,Body Care,General Product,<500,Very Low / 1-2,8.9,19.6,11.7,1.8,3.7,99.4,5.0,Low Risk,91.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0041,JioMart,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,21.8,21.4,11.0,4.4,4.6,93.4,4.9,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1105,JioMart,Vaseline,Body Care,Body Wash,500-999,Low / 3-5,21.5,21.2,11.5,4.3,4.0,95.6,4.9,Low Risk,90.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0594,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,21.4,21.0,11.1,3.6,3.9,95.2,4.9,Low Risk,88.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,21.1,21.2,11.4,4.5,3.7,94.8,4.9,Low Risk,89.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0554,JioMart,Oral-B,Oral Care,Dental Floss,500-999,Low / 3-5,19.3,18.8,11.1,3.3,4.4,95.9,4.9,Low Risk,89.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,JioMart,Ambi Pur,Home & Kitchen,Air Freshener,500-999,Low / 3-5,18.9,18.8,11.0,3.2,4.4,96.0,4.9,Low Risk,89.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,JioMart,Oral-B,Oral Care,Toothpaste,500-999,Medium / 6-15,18.8,19.4,11.3,2.8,3.7,96.1,4.9,Low Risk,89.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Low / 3-5,18.8,18.4,11.3,4.5,4.1,94.7,4.9,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,JioMart,Oral-B,Oral Care,Toothpaste,500-999,Out of Stock / 0,18.8,18.4,11.2,2.4,4.2,96.8,4.9,Low Risk,90.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0602,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,18.3,18.0,11.0,4.3,3.8,94.9,4.9,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,JioMart,Vaseline,Body Care,Body Lotion,500-999,Out of Stock / 0,18.0,17.8,11.2,5.1,4.2,93.5,4.9,Low Risk,88.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,18.0,17.6,10.8,7.0,3.5,92.9,4.9,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,JioMart,Vaseline,Skin Care,Body Scrub,500-999,Very Low / 1-2,17.4,21.4,11.5,2.6,4.0,96.5,4.9,Low Risk,90.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,JioMart,Vaseline,Body Care,General Product,500-999,Very Low / 1-2,15.2,21.4,11.5,1.8,4.2,97.1,4.9,Low Risk,90.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,JioMart,Wangprom,Health & Wellness,General Product,500-999,Out of Stock / 0,14.4,21.8,11.5,3.2,4.0,96.4,4.9,Low Risk,89.8,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,JioMart,Vaseline,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,14.3,20.0,11.4,3.3,3.8,95.5,4.9,Low Risk,89.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0931,JioMart,SHIVAMAX,Electronics & Travel Accessories,General Product,<500,Out of Stock / 0,11.1,18.2,11.8,4.7,3.3,94.9,4.9,Low Risk,89.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,JioMart,Watsons,Skin Care,Lip Care,<500,Out of Stock / 0,9.5,18.8,11.8,2.6,3.9,100.6,4.9,Low Risk,93.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0279,JioMart,Dove,Body Care,General Product,500-999,Out of Stock / 0,23.4,23.1,10.9,2.4,4.6,95.4,4.8,Low Risk,89.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,JioMart,Axe,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,21.6,21.2,11.1,3.2,3.7,96.7,4.8,Low Risk,91.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0529,JioMart,NEXCARE,Skin Care,General Product,500-999,Medium / 6-15,20.5,20.0,11.1,7.0,3.8,92.8,4.8,Low Risk,89.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0777,JioMart,Senka,Skin Care,Face Cleanser,500-999,Low / 3-5,20.4,20.2,10.9,2.7,3.7,98.7,4.8,Low Risk,91.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1131,JioMart,Vaseline,Skin Care,Sunscreen,500-999,Out of Stock / 0,20.1,19.8,11.0,3.6,3.9,94.1,4.8,Low Risk,88.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0342,JioMart,Fino,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,19.6,19.2,11.1,4.0,5.5,93.5,4.8,Low Risk,90.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,JioMart,Pantene,Hair Care,Hair Oil & Serum,500-999,Out of Stock / 0,19.4,19.2,11.0,3.6,4.5,95.3,4.8,Low Risk,89.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0813,JioMart,Sensodyne,Oral Care,Toothpaste,500-999,Out of Stock / 0,19.2,18.8,11.1,3.2,3.5,95.8,4.8,Low Risk,89.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,JioMart,Listerine,Oral Care,Mouthwash,500-999,Out of Stock / 0,18.5,18.2,11.2,2.3,4.9,94.1,4.8,Low Risk,89.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,JioMart,Watsons,Oral Care,Interdental Brush,500-999,Out of Stock / 0,17.8,19.4,11.0,2.3,3.7,96.0,4.8,Low Risk,89.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0566,JioMart,Pantene,Hair Care,Shampoo,500-999,Very Low / 1-2,17.6,18.2,11.0,4.9,3.6,95.0,4.8,Low Risk,88.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,JioMart,Senka,Skin Care,Face Cleanser,500-999,Out of Stock / 0,16.0,15.5,11.4,3.9,4.0,96.5,4.8,Low Risk,91.2,Monitor,Low,No action threshold triggered; continue monitoring.
P1080,JioMart,Tresemme,Hair Care,Hair Conditioner & Treatment,500-999,Medium / 6-15,15.8,15.5,11.1,2.0,4.1,97.4,4.8,Low Risk,91.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,JioMart,Vita Keratin,Hair Care,General Product,500-999,Out of Stock / 0,15.5,16.1,11.3,2.3,4.4,95.9,4.8,Low Risk,91.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,JioMart,Tiger Balm,Health & Wellness,Pain Relief,500-999,Medium / 6-15,13.5,14.7,11.3,3.3,3.9,96.6,4.8,Low Risk,90.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,JioMart,Dove,Hair Care,General Product,<500,Out of Stock / 0,10.8,21.4,11.9,0.0,4.1,99.0,4.8,Low Risk,93.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0252,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,500-999,Low / 3-5,24.8,24.3,10.8,1.7,4.2,96.2,4.7,Low Risk,90.1,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,21.8,22.4,11.0,4.0,4.0,95.1,4.7,Low Risk,90.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1069,JioMart,Tiger Balm,Health & Wellness,Pain Relief,500-999,Medium / 6-15,20.8,22.9,11.4,1.6,3.1,98.6,4.7,Low Risk,92.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,20.5,20.2,11.4,1.6,3.5,97.3,4.7,Low Risk,91.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0168,JioMart,Colgate,Oral Care,Toothpaste,500-999,Low / 3-5,20.5,20.0,11.1,2.9,3.9,96.9,4.7,Low Risk,90.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,JioMart,Ora2,Oral Care,Toothpaste,500-999,Out of Stock / 0,19.8,19.6,11.0,0.9,4.0,96.9,4.7,Low Risk,91.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,JioMart,Pantene,Hair Care,Shampoo,500-999,Very Low / 1-2,17.0,16.7,11.4,2.6,4.2,94.4,4.7,Low Risk,91.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,JioMart,Tresemme,Hair Care,Shampoo,500-999,Very Low / 1-2,15.7,15.5,11.2,3.6,3.4,95.3,4.7,Low Risk,89.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,JioMart,NEXCARE,Skin Care,General Product,500-999,Out of Stock / 0,15.1,19.8,11.2,1.4,4.2,97.4,4.7,Low Risk,91.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,JioMart,Oral-B,Oral Care,Dental Floss,500-999,Low / 3-5,21.9,21.6,11.0,1.8,3.6,97.4,4.6,Low Risk,92.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0604,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,20.9,21.6,10.7,1.3,5.0,97.0,4.6,Low Risk,91.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,JioMart,Pair,Skin Care,General Product,500-999,Out of Stock / 0,18.2,19.0,11.0,0.9,4.3,97.7,4.6,Low Risk,92.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1121,JioMart,Vaseline,Body Care,Body Wash,500-999,Very Low / 1-2,16.4,16.1,11.1,1.8,3.7,98.0,4.6,Low Risk,91.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,JioMart,Colgate,Oral Care,Toothpaste,500-999,Very High / 51+,17.3,19.0,11.1,0.0,4.2,97.6,4.5,Low Risk,93.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0927,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,<500,Medium / 6-15,5.7,22.4,8.4,8.9,4.4,107.0,4.5,Low Risk,88.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,JioMart,Axe,Body Care,Deodorant & Body Spray,500-999,Very Low / 1-2,18.5,18.0,10.7,0.0,3.2,99.8,4.2,Low Risk,94.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,<500,Low / 3-5,7.4,24.1,7.8,6.4,3.9,105.8,4.1,Low Risk,90.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,<500,High / 16-50,6.9,19.2,7.5,8.7,4.5,102.5,4.1,Low Risk,88.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,Website,Poy Sian,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,7.1,17.1,7.3,9.7,3.9,99.7,4.0,Low Risk,87.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0915,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,6.4,21.0,7.7,6.1,4.3,105.3,4.0,Low Risk,91.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,Website,Protex,Body Care,General Product,<500,Very Low / 1-2,5.6,13.5,6.6,10.7,3.1,104.0,4.0,Low Risk,86.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,Website,NOVOLIFE,Health & Wellness,Herbal Inhaler,<500,Very Low / 1-2,6.9,22.2,7.0,8.5,3.8,102.3,3.9,Low Risk,88.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,Website,Watsons,Oral Care,Dental Floss,<500,Low / 3-5,6.3,17.6,7.1,4.9,3.8,106.5,3.9,Low Risk,90.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,Website,Sunsilk,Hair Care,Shampoo,<500,Out of Stock / 0,9.2,22.7,6.9,8.0,4.2,103.2,3.8,Low Risk,89.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,Website,Kaowmanee,Skin Care,General Product,<500,Out of Stock / 0,7.7,20.8,7.0,7.0,3.9,103.1,3.8,Low Risk,89.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,Website,Watsons,Oral Care,Floss Picks,<500,Out of Stock / 0,7.3,20.2,6.9,5.3,4.6,104.9,3.8,Low Risk,91.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,<500,High / 16-50,6.3,17.6,7.7,7.2,3.5,105.6,3.8,Low Risk,90.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,Website,Watsons,Oral Care,Floss Picks,<500,Out of Stock / 0,6.0,16.7,7.1,5.6,4.7,106.8,3.8,Low Risk,92.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0529,Website,NEXCARE,Skin Care,General Product,500-999,Medium / 6-15,23.1,22.4,5.6,8.2,4.5,97.2,3.7,Low Risk,87.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,Website,Watsons,Oral Care,Floss Picks,<500,Low / 3-5,10.3,19.2,6.3,9.0,3.9,100.6,3.7,Low Risk,88.4,Monitor,Low,No action threshold triggered; continue monitoring.
P0777,Website,Senka,Skin Care,Face Cleanser,500-999,Low / 3-5,20.1,19.4,5.6,9.2,3.6,97.6,3.6,Low Risk,86.3,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,Website,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,18.9,18.4,5.3,8.1,4.1,98.8,3.6,Low Risk,87.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,Website,Listerine,Oral Care,Mouthwash,500-999,Out of Stock / 0,11.2,20.0,6.0,9.3,4.4,99.1,3.6,Low Risk,89.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,9.8,19.0,6.0,9.2,4.9,100.0,3.6,Low Risk,89.1,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,Website,Dove,Hair Care,Hair Oil & Serum,<500,Very High / 51+,9.4,18.4,6.5,7.3,4.4,102.9,3.6,Low Risk,91.8,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,Website,Listerine,Oral Care,Mouthwash,<500,Low / 3-5,7.7,18.8,6.7,6.3,4.2,105.7,3.6,Low Risk,92.0,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Low / 3-5,7.0,17.6,6.4,8.6,3.9,102.7,3.6,Low Risk,90.3,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,Website,Watsons,Oral Care,Floss Picks,<500,Very Low / 1-2,6.6,18.4,6.6,4.5,4.1,108.1,3.6,Low Risk,92.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,Website,NEXCARE,Skin Care,General Product,500-999,Out of Stock / 0,16.1,21.0,6.1,10.1,4.7,96.9,3.5,Low Risk,89.9,Refund Review,High,Meaningful sales-index product with elevated refund percentage.
P0931,Website,SHIVAMAX,Electronics & Travel Accessories,General Product,<500,Out of Stock / 0,12.1,19.8,5.8,5.2,4.0,104.0,3.5,Low Risk,90.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,Website,Watsons,Oral Care,Floss Picks,<500,Very Low / 1-2,12.0,22.2,6.1,5.0,4.5,104.2,3.5,Low Risk,91.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,Website,Watsons,Skin Care,Lip Care,<500,Out of Stock / 0,11.2,22.0,6.2,5.9,3.9,104.8,3.5,Low Risk,91.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,Website,Sasi,Lip,Sunscreen,<500,Very Low / 1-2,10.7,21.0,6.4,4.9,4.6,104.1,3.5,Low Risk,92.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,Website,Colgate,Oral Care,Toothpaste,<500,Out of Stock / 0,9.9,20.6,6.4,6.1,4.1,103.6,3.5,Low Risk,92.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Out of Stock / 0,9.7,19.0,6.5,5.0,4.5,104.4,3.5,Low Risk,92.6,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,Website,Oral-B,Oral Care,Dental Floss,<500,High / 16-50,9.5,19.4,6.2,6.9,4.6,101.8,3.5,Low Risk,91.0,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,Website,Sasi,Skin Care,General Product,<500,Medium / 6-15,7.8,16.9,6.4,3.9,4.2,105.6,3.5,Low Risk,92.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0342,Website,Fino,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,20.3,19.8,5.5,7.9,3.6,98.8,3.4,Low Risk,88.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0753,Website,Rexona,Body Care,Deodorant & Body Spray,500-999,Out of Stock / 0,16.9,20.6,5.6,6.5,4.1,101.2,3.4,Low Risk,90.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,Website,Colgate,Oral Care,Toothpaste,<500,Low / 3-5,10.6,20.8,6.5,6.1,4.2,103.3,3.4,Low Risk,92.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,<500,Out of Stock / 0,8.9,18.2,6.2,5.9,4.5,102.5,3.4,Low Risk,90.7,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,Website,NEXCARE,Skin Care,General Product,<500,Medium / 6-15,8.9,17.3,6.1,3.5,4.7,104.8,3.4,Low Risk,93.5,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,Website,Sunsilk,Hair Care,Shampoo,<500,High / 16-50,7.1,17.1,6.7,2.1,4.0,108.8,3.4,Low Risk,94.7,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,<500,Medium / 6-15,6.5,18.0,6.4,5.3,4.1,108.0,3.4,Low Risk,92.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0889,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,<500,Very High / 51+,5.9,19.2,7.0,6.5,4.4,107.2,3.4,Low Risk,93.5,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,Website,Pantene,Hair Care,Hair Conditioner & Treatment,500-999,Out of Stock / 0,23.2,22.7,5.1,6.0,4.6,99.8,3.3,Low Risk,89.9,Monitor,Low,No action threshold triggered; continue monitoring.
P0547,Website,Oral-B,Oral Care,Dental Floss,500-999,Low / 3-5,22.6,21.8,5.3,6.5,4.2,99.7,3.3,Low Risk,90.4,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,Website,Vaseline,Body Care,Body Wash,500-999,Very Low / 1-2,21.3,20.6,5.0,8.1,4.4,98.5,3.3,Low Risk,89.2,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,Website,Oral-B,Oral Care,Toothpaste,500-999,Out of Stock / 0,19.5,19.0,5.5,4.1,4.6,101.2,3.3,Low Risk,90.9,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,Website,Wangprom,Health & Wellness,General Product,500-999,Out of Stock / 0,13.7,20.6,6.0,5.9,3.8,101.6,3.3,Low Risk,91.1,Monitor,Low,No action threshold triggered; continue monitoring.
