public_product_id,marketplace,brand_group,category_group,product_group,inventory_band,units_index,sales_index,margin_risk_band,revenue_quality_band,restock_priority,recommended_action,action_priority,action_reason
P0034,Website,Axe,Body Care,Deodorant & Body Spray,Very Low / 1-2,18.8,13.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0034,JioMart,Axe,Body Care,Deodorant & Body Spray,Very Low / 1-2,18.8,13.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,Website,Tros,Body Care,Deodorant & Body Spray,Very Low / 1-2,18.8,9.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,JioMart,Watsons,Skin Care,Lip Care,Out of Stock / 0,18.8,9.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,JioMart,Protex,Body Care,General Product,Out of Stock / 0,18.8,8.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,JioMart,Dove,Hair Care,General Product,Low / 3-5,18.8,8.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,Website,Listerine,Oral Care,Mouthwash,Low / 3-5,18.8,7.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,High / 16-50,18.8,6.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,Website,Axe,Body Care,Deodorant & Body Spray,Out of Stock / 0,18.6,19.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Very Low / 1-2,18.6,19.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,18.6,18.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,Website,Fino,Hair Care,Hair Oil & Serum,Out of Stock / 0,18.6,18.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,JioMart,Nexcare,Skin Care,General Product,Low / 3-5,18.6,15.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,JioMart,Dove,Body Care,Deodorant & Body Spray,High / 16-50,18.6,14.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,18.6,9.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,JioMart,Dove,Hair Care,General Product,Out of Stock / 0,18.6,9.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,JioMart,Colgate,Oral Care,Toothpaste,Out of Stock / 0,18.6,8.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,18.6,7.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,JioMart,Sunsilk,Hair Care,Shampoo,Out of Stock / 0,18.6,7.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1131,Website,Vaseline,Skin Care,Sunscreen,Out of Stock / 0,18.4,19.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,18.4,18.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,JioMart,Dove,Hair Care,Hair Conditioner & Treatment,Low / 3-5,18.4,18.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,JioMart,Oral-B,Oral Care,Toothpaste,Out of Stock / 0,18.4,18.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,18.4,18.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,Website,Vita Keratin,Hair Care,General Product,Out of Stock / 0,18.4,18.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,JioMart,Dove,Body Care,Deodorant & Body Spray,Medium / 6-15,18.4,14.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,Website,Dove,Hair Care,Hair Oil & Serum,Very High / 51+,18.4,9.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,JioMart,Dove,Hair Care,General Product,Very High / 51+,18.4,9.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,JioMart,Sasi,Lip,Lip Care,Medium / 6-15,18.4,9.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,Website,Watsons,Oral Care,Floss Picks,Very Low / 1-2,18.4,6.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,Website,Sensodyne,Oral Care,Toothpaste,Low / 3-5,18.2,18.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0813,Website,Sensodyne,Oral Care,Toothpaste,Out of Stock / 0,18.2,18.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1080,Website,Tresemme,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,18.2,18.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,JioMart,Listerine,Oral Care,Mouthwash,Out of Stock / 0,18.2,18.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0566,JioMart,Pantene,Hair Care,Shampoo,Very Low / 1-2,18.2,17.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0931,JioMart,SHIVAMAX,Electronics & Travel Accessories,General Product,Out of Stock / 0,18.2,11.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,JioMart,Watsons,Oral Care,Floss Picks,Very Low / 1-2,18.2,9.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,18.2,8.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,Website,SHIVAMAX,Home & Kitchen,General Product,Medium / 6-15,18.2,8.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,JioMart,Axe,Body Care,Deodorant & Body Spray,Very Low / 1-2,18.0,18.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0172,Website,Colgate,Oral Care,Toothpaste,Very Low / 1-2,18.0,18.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,Website,Pantene,Hair Care,Hair Oil & Serum,Out of Stock / 0,18.0,18.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,Website,Axe,Body Care,Deodorant & Body Spray,Very Low / 1-2,18.0,18.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,Website,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,18.0,18.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0602,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,18.0,18.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,Website,Watsons,Oral Care,Dental Floss,Low / 3-5,18.0,9.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,Website,Vaseline,Body Care,Deodorant & Body Spray,Very Low / 1-2,18.0,9.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,Website,Dove,Hair Care,General Product,Out of Stock / 0,18.0,9.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,Website,Pantene,Hair Care,General Product,Out of Stock / 0,18.0,9.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Out of Stock / 0,18.0,9.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,JioMart,Kaowmanee,Skin Care,General Product,Out of Stock / 0,18.0,6.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,Medium / 6-15,18.0,6.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,JioMart,Vaseline,Body Care,Body Lotion,Out of Stock / 0,17.8,18.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,Website,Oral-B,Oral Care,Toothpaste,Medium / 6-15,17.8,17.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,Website,L'Oreal Paris,Skin Care,Face Cleanser,Very High / 51+,17.8,14.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,Website,Tros,Body Care,Deodorant & Body Spray,Out of Stock / 0,17.8,9.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,JioMart,Tros,Body Care,Deodorant & Body Spray,Very Low / 1-2,17.8,9.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,17.6,18.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0617,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,17.6,17.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1042,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,17.6,17.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,JioMart,Dove,Hair Care,Hair Oil & Serum,Very High / 51+,17.6,8.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,Low / 3-5,17.6,7.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,Medium / 6-15,17.6,6.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,High / 16-50,17.6,6.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,Website,Watsons,Oral Care,Dental Floss,Low / 3-5,17.6,6.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,Website,Senka,Skin Care,Face Cleanser,Out of Stock / 0,17.3,18.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,Website,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,17.3,18.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0553,Website,Oral-B,Oral Care,Toothpaste,Medium / 6-15,17.3,17.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,Website,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,17.3,17.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,JioMart,Watsons,Oral Care,Dental Floss,Low / 3-5,17.3,9.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,Website,NEXCARE,Skin Care,General Product,Medium / 6-15,17.3,8.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,JioMart,Snake Brand,Body Care,General Product,Out of Stock / 0,17.3,7.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0932,Website,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,Very High / 51+,17.3,5.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,JioMart,NOVOLIFE,Health & Wellness,Herbal Inhaler,Very Low / 1-2,17.3,5.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,17.1,17.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,JioMart,Vaseline,Body Care,Body Wash,Very Low / 1-2,17.1,17.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,JioMart,SHIVAMAX,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,17.1,17.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,Website,Vaseline,Body Care,Deodorant & Body Spray,Out of Stock / 0,17.1,12.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,JioMart,Colgate,Oral Care,Toothpaste,Out of Stock / 0,17.1,9.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,Website,Watsons,Oral Care,Dental Floss,Out of Stock / 0,17.1,8.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,Website,Poy Sian,Health & Wellness,Herbal Inhaler,Medium / 6-15,17.1,7.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,Website,Sunsilk,Hair Care,Shampoo,High / 16-50,17.1,7.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,JioMart,Watsons,Oral Care,Dental Floss,Low / 3-5,17.1,6.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,JioMart,Watsons,Oral Care,Floss Picks,Very Low / 1-2,17.1,6.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,Website,Watsons,Oral Care,Floss Picks,Low / 3-5,17.1,6.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0586,Website,Pantene,Hair Care,General Product,Medium / 6-15,16.9,17.3,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1085,Website,Tresemme,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,16.9,16.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0563,Website,Oral-B,Oral Care,Toothpaste,Out of Stock / 0,16.9,14.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,JioMart,Pantene,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,16.9,8.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,JioMart,Vaseline,Body Care,Deodorant & Body Spray,Very Low / 1-2,16.9,8.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,JioMart,Sunsilk,Hair Care,Hair Conditioner & Treatment,Out of Stock / 0,16.9,8.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,Website,Sasi,Skin Care,General Product,Medium / 6-15,16.9,7.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,JioMart,Pantene,Hair Care,Shampoo,Very Low / 1-2,16.7,17.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,JioMart,Protex,Body Care,General Product,Very Low / 1-2,16.7,6.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,Website,Watsons,Oral Care,Floss Picks,Out of Stock / 0,16.7,6.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0889,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Very High / 51+,16.7,5.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0927,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Medium / 6-15,16.7,4.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1157,Website,Vaseline,Skin Care,Face Cleanser,Out of Stock / 0,16.5,16.2,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,JioMart,Vaseline,Body Care,Deodorant & Body Spray,Low / 3-5,16.5,11.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,Website,Dove,Hair Care,General Product,Very High / 51+,16.5,8.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,JioMart,Biore,Skin Care,Sunscreen,Very High / 51+,16.3,12.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,Website,Vaseline,Body Care,General Product,Very Low / 1-2,16.3,11.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,JioMart,Dove,Hair Care,Hair Oil & Serum,Out of Stock / 0,16.3,8.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1121,JioMart,Vaseline,Body Care,Body Wash,Very Low / 1-2,16.1,16.4,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,JioMart,Vita Keratin,Hair Care,General Product,Out of Stock / 0,16.1,15.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,Website,Tiger Balm,Health & Wellness,Pain Relief,Medium / 6-15,16.1,14.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,Website,Protex,Body Care,General Product,Out of Stock / 0,16.1,7.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,Website,Colgate,Oral Care,Toothpaste,Very High / 51+,15.9,14.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,JioMart,Colgate,Oral Care,Toothpaste,Medium / 6-15,15.9,12.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0082,Website,Biore,Skin Care,Sunscreen,Very High / 51+,15.7,11.9,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,Website,Ambi Pur,Home & Kitchen,Air Freshener,Low / 3-5,15.5,16.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,JioMart,Senka,Skin Care,Face Cleanser,Out of Stock / 0,15.5,16.0,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1080,JioMart,Tresemme,Hair Care,Hair Conditioner & Treatment,Medium / 6-15,15.5,15.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,JioMart,Tresemme,Hair Care,Shampoo,Very Low / 1-2,15.5,15.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,JioMart,Sensodyne,Oral Care,Toothpaste,Low / 3-5,15.3,15.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,Website,Dove,Hair Care,General Product,Out of Stock / 0,15.3,7.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,JioMart,NEXCARE,Skin Care,General Product,Medium / 6-15,15.1,7.7,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,JioMart,Tiger Balm,Health & Wellness,Pain Relief,Medium / 6-15,14.7,13.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,Website,Oral-B,Oral Care,Dental Floss,Medium / 6-15,14.7,7.5,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,JioMart,Poy Sian,Health & Wellness,Herbal Inhaler,Medium / 6-15,14.1,5.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,Website,Dove,Hair Care,Shampoo,Out of Stock / 0,13.9,7.1,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,Website,Protex,Body Care,General Product,Very Low / 1-2,13.5,5.6,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,Website,Sasi,Lip,Lip Care,Medium / 6-15,13.3,6.8,Low Risk,Strong,Monitor,Monitor,Low,No action threshold triggered; continue monitoring.
